Index	Verb	Class number	Class example	Stem	Regularity	Regular category	Phonological marker	Morphological marker	Comment	
69	անձրեւել	1	երգել	անձրեւ	Regular	E-Class	V-initial	-ել		
70	անճիտել	1	երգել	անճիտ	Regular	E-Class	V-initial	-ել		
71	անճրկիլ	3	ապրիլ	անճրկ	Regular	I-Class	V-initial	-իլ		
72	անմահանալ	19	ամչնալ	անմահ	Regular	Inchoative	V-initial	-նալ		
73	անմահացնել	9	աճեցնել	անմահա	Regular	Causative	V-initial	-ցնել		
74	անյայտանալ	19	ամչնալ	անյայտ	Regular	Inchoative	V-initial	-նալ		
75	անյայտացնել	9	աճեցնել	անյայտա	Regular	Causative	V-initial	-ցնել		
76	անշնչանալ	19	ամչնալ	անշնչ	Regular	Inchoative	V-initial	-նալ		
77	անուանարկել	1	երգել	անուանարկ	Regular	E-Class	V-initial	-ել		
78	անուանել	1	երգել	անուան	Regular	E-Class	V-initial	-ել		
79	անպատուել	1	երգել	անպատու	Regular	E-Class	V-initial	-ել		
80	անջատել	1	երգել	անջատ	Regular	E-Class	V-initial	-ել		
81	անջատուիլ	3	ապրիլ	անջատ	Regular	Passive	V-initial	-իլ		
82	անսալ	5	աղալ	անս	Regular	A-Class	V-initial	-ալ		
83	անտեսել	1	երգել	անտես	Regular	E-Class	V-initial	-ել		
84	անցընել	9	աճեցնել	անց	Regular	Causative	V-initial	-ցնել		
85	անցնիլ	13	անցնիլ	անց	Irregular		V-initial	-նիլ		
